"","name","address","rating","lon","lat","subway","subway_dist","busstop","busstop_dist","href"
"350","Продукты В7","Исполкомская ул., 7-9, Санкт-Петербург, Россия",3.7,"30.380218","59.927098","Площадь Александра Невского-1",590,"Конная улица",11,"https://yandex.ru/maps/org/produkty_v7/197384851070/"
"351","Продукты","площадь Труда, 6, Санкт-Петербург, Россия",3.7,"30.293728","59.931374","Адмиралтейская",NA,"Площадь Труда – Центральный Военно-Морской музей",61,"https://yandex.ru/maps/org/produkty/1698290781/"
"352","Семишагофф","ул. Кораблестроителей, 16, корп. 2, Санкт-Петербург, Россия",3.6,"30.214757","59.941158","Приморская",NA,"Гостиница Прибалтийская",160,"https://yandex.ru/maps/org/semishagoff/27509062075/"
"353","РеалЪ","ул. Ушинского, 4, корп. 3, Санкт-Петербург, Россия • этаж цокольный",4,"30.402287","60.030021","Гражданский проспект",NA,"Улица Ушинского",250,"https://yandex.ru/maps/org/real/1349194206/"
"354","Семишагофф","Сапёрный пер., 9, Санкт-Петербург, Россия • этаж цокольный",3.4,"30.357956","59.940883","Чернышевская",660,"Улица Некрасова",250,"https://yandex.ru/maps/org/semishagoff/1272647447/"
"355","Продукты 24 часа","Кременчугская ул., 13, корп. 2, Санкт-Петербург, Россия",3.6,"30.369147","59.921723","Площадь Александра Невского-2",NA,"Больница имени Боткина",500,"https://yandex.ru/maps/org/produkty_24_chasa/30414623249/"
"356","Перекрёсток","Свердловская наб., 60, Санкт-Петербург, Россия • помещение 103",4.3,"30.4086","59.95472","Новочеркасская",NA,"Большая Пороховская улица",300,"https://yandex.ru/maps/org/perekryostok/1393443532/"
"357","Азбука вкуса","Литейный просп., 26, Санкт-Петербург, Россия • этаж 1",4.1,"30.348813","59.942106","Чернышевская",870,"Улица Пестеля",30,"https://yandex.ru/maps/org/azbuka_vkusa/1144861143/"
"358","Перекрёсток","ул. Ефимова, 2, Санкт-Петербург, Россия",4.2,"30.321082","59.926499","Спасская",89,"Станция метро Сенная площадь",170,"https://yandex.ru/maps/org/perekryostok/1011746989/"
"359","Ладоград","просп. Косыгина, 7, корп. 1, Санкт-Петербург, Россия • Ладожская, 3700 м",3.5,"30.468411","59.941767","Ладожская",NA,"Улица Передовиков",73,"https://yandex.ru/maps/org/ladograd/97175322261/"
"360","Продукты","ул. Моисеенко, 43, Санкт-Петербург, Россия",2.1,"30.393737","59.937422","Площадь Александра Невского-1",NA,"Улица Моисеенко",190,"https://yandex.ru/maps/org/produkty/93035515533/"
"361","Prisma","Лиговский просп., 153, Санкт-Петербург, Россия • Т, этаж 0",4.2,"30.347873","59.915058","Обводный канал",120,"Станция метро Обводный канал",75,"https://yandex.ru/maps/org/prisma/10296834823/"
"362","Вкустер","Орлово-Денисовский просп., 19, корп. 1, Санкт-Петербург, Россия",4,"30.268444","60.056223","Озерки",NA,"Орлово-Денисовский проспект",530,"https://yandex.ru/maps/org/vkuster/76014554760/"
"363","РеалЪ","Светлановский просп., 54, корп. 1, Санкт-Петербург, Россия",3.9,"30.393492","60.03487","Гражданский проспект",NA,"Учительская улица",160,"https://yandex.ru/maps/org/real/76886357253/"
"364","Семишагофф","ул. Дыбенко, 13, корп. 1, Санкт-Петербург, Россия",3.8,"30.464179","59.90138","Улица Дыбенко",NA,"Дальневосточный проспект",350,"https://yandex.ru/maps/org/semishagoff/239435488518/"
"365","Продукты","ул. Савушкина, 121, корп. 1, Санкт-Петербург, Россия",2.9,"30.22445","59.986595","Беговая",NA,"ТК Лента",190,"https://yandex.ru/maps/org/produkty/155702635639/"
"366","Продукты","Морская наб., 9, Санкт-Петербург, Россия",2.9,"30.215969","59.937526","Приморская",2000,"Морская набережная, 9",190,"https://yandex.ru/maps/org/produkty/43427708907/"
"367","Хач Маг","ул. Ворошилова, 31, корп. 3, Санкт-Петербург, Россия",2.1,"30.463754","59.931891","Проспект Большевиков",NA,"Улица Кржижановского, 3",190,"https://yandex.ru/maps/org/khach_mag/176801515615/"
"368","Nice food & cup cake","просп. Науки, 21, корп. 1, Санкт-Петербург, Россия",NA,"30.400206","60.012112","Академическая",270,"Станция метро Академическая",150,"https://yandex.ru/maps/org/nice_food_cup_cake/85422856345/"
"369","Prisma","Владимирский просп., 23, Санкт-Петербург, Россия • этаж цокольный",4.1,"30.346669","59.92813","Достоевская",7,"Владимирская площадь",65,"https://yandex.ru/maps/org/prisma/112410857299/"
"370","Азбука вкуса","Большой просп. Петроградской стороны, 58, Санкт-Петербург, Россия • этаж цокольный",4.1,"30.303552","59.96098","Петроградская",800,"Улица Ленина",120,"https://yandex.ru/maps/org/azbuka_vkusa/1139704980/"
"371","Мини Лента","Центральная ул., 3А, д. Энколово, Россия",NA,"30.431544","60.109715","Энколово",190,"Энколово",190,"https://yandex.ru/maps/org/mini_lenta/115307409659/"
"372","Перекрёсток","Думская ул., 4, Санкт-Петербург, Россия",4.1,"30.329149","59.933753","Невский проспект",140,"Станция метро Невский проспект",280,"https://yandex.ru/maps/org/perekryostok/143877542887/"
"373","Перекрёсток","Кирпичный пер., 4, Центральный район, Санкт-Петербург, Россия • этаж цокольный",4.1,"30.315847","59.935795","Адмиралтейская",130,"Невский проспект / Станция метро Адмиралтейская",93,"https://yandex.ru/maps/org/perekryostok/68678940523/"
"374","Продукты","Галерная ул., 42, Санкт-Петербург, Россия",3,"30.287661","59.931235","Василеостровская",NA,"Площадь Труда",280,"https://yandex.ru/maps/org/produkty/37687236883/"
"375","Перекрёсток","9-я линия Васильевского острова, 40/36, Санкт-Петербург, Россия",4.1,"30.27611","59.94189","Василеостровская",190,"Средний проспект В.О.",16,"https://yandex.ru/maps/org/perekryostok/1445185533/"
"376","Продукты","Галерная ул., 19, Санкт-Петербург, Россия",3.6,"30.296322","59.934026","Адмиралтейская",NA,"Площадь Труда",300,"https://yandex.ru/maps/org/produkty/197673930595/"
"377","Продукты 24","Лиговский просп., 65, Санкт-Петербург, Россия",3.3,"30.35815","59.927145","Площадь Восстания",390,"Кузнечный переулок",130,"https://yandex.ru/maps/org/produkty_24/87171561503/"
"378","Лэнд","Новочеркасский просп., 33, корп. 3, Санкт-Петербург, Россия",4.1,"30.407545","59.931245","Новочеркасская",380,"Заневская площадь",300,"https://yandex.ru/maps/org/lend/1098663249/"
"379","Семишагофф","ул. Дыбенко, 42, корп. 3, Санкт-Петербург, Россия",3.5,"30.499086","59.911881","Улица Дыбенко",NA,"Улица Дыбенко",71,"https://yandex.ru/maps/org/semishagoff/1780637853/"
"380","Семишагофф","Австрийская ул., 4, корп. 1, Кудрово, Россия",3.7,"30.510283","59.902841","Улица Дыбенко",NA,"Австрийская улица",210,"https://yandex.ru/maps/org/semishagoff/60011910827/"
"381","Перекрёсток","Кременчугская ул., 11, корп. 3, Санкт-Петербург, Россия",4.1,"30.371986","59.923068","Площадь Александра Невского-2",1000,"Больница имени Боткина",100,"https://yandex.ru/maps/org/perekryostok/66360623078/"
"382","Перекрёсток","Чкаловский просп., 15, Санкт-Петербург, Россия",4,"30.29541","59.962839","Чкаловская",350,"Улица Ленина",340,"https://yandex.ru/maps/org/perekryostok/163058034055/"
"383","Грузинская Лавка","Выборгское ш., 5, корп. 1, Санкт-Петербург, Россия",NA,"30.318931","60.041481","Озерки",650,"Проспект Луначарского",280,"https://yandex.ru/maps/org/gruzinskaya_lavka/50194601859/"
"384","Семишагофф","ул. Подвойского, 34, корп. 6, Санкт-Петербург, Россия",4,"30.486624","59.915711","Улица Дыбенко",NA,"Товарищеский проспект",150,"https://yandex.ru/maps/org/semishagoff/215073233450/"
"385","Rybstory","Новолитовская ул., 10, Санкт-Петербург, Россия • напротив HAND COFFEE, этаж 1",NA,"30.355051","59.98252","Лесная",1000,"Новолитовская улица",290,"https://yandex.ru/maps/org/rybstory/235483915500/"
"386","Семишагофф","Богатырский просп., 8, Санкт-Петербург, Россия",3.8,"30.285453","59.998741","Пионерская",1000,"Серебристый бульвар",190,"https://yandex.ru/maps/org/semishagoff/1777010462/"
"387","Универсам Вместе","Волковский просп., 30, Санкт-Петербург, Россия",3.8,"30.357412","59.896707","Волковская",100,"Станция метро Волковская",99,"https://yandex.ru/maps/org/universam_vmeste/209671540283/"
"388","Продукты","Россия, Санкт-Петербург, Конногвардейский бульвар",3,"30.292428","59.931485","Адмиралтейская",NA,"Площадь Труда – Центральный Военно-Морской музей",120,"https://yandex.ru/maps/org/produkty/198536073315/"
"389","Семишагофф","ул. Седова, 29, Санкт-Петербург, Россия",3.7,"30.417636","59.890676","Елизаровская",910,"Улица Ткачей",130,"https://yandex.ru/maps/org/semishagoff/1318537638/"
"390","Реалъ","просп. Художников, 14, Санкт-Петербург, Россия",3.8,"30.345576","60.03964","Озерки",NA,"Проспект Луначарского",63,"https://yandex.ru/maps/org/real/63683590476/"
"391","Продукты 24","ул. Лидии Зверевой, 9, корп. 1, Санкт-Петербург, Россия",NA,"30.258792","60.039882","Комендантский проспект",NA,"Река Каменка",NA,"https://yandex.ru/maps/org/produkty_24/39659366570/"
"392","РеалЪ","ул. Латышских Стрелков, 13, корп. 1, Санкт-Петербург, Россия",4,"30.460402","59.929141","Проспект Большевиков",NA,"Улица Кржижановского",110,"https://yandex.ru/maps/org/real/105940224006/"
"393","Дикси","Конногвардейский бул., 6, Санкт-Петербург, Россия",3.8,"30.294788","59.931867","Адмиралтейская",NA,"Площадь Труда – Центральный Военно-Морской музей",130,"https://yandex.ru/maps/org/diksi/64474927206/"
"394","Вкустер","Торфяная дорога, 17, корп. 1, Санкт-Петербург, Россия",NA,"30.256844","59.995087","Старая Деревня",740,"Улица Оптиков",150,"https://yandex.ru/maps/org/vkuster/107747172737/"
"395","Мясо свежее","просп. Косыгина, 26, корп. 1, Санкт-Петербург, Россия",NA,"30.486512","59.945626","Ладожская",NA,"Улица Осипенко",150,"https://yandex.ru/maps/org/myaso_svezheye/67771211454/"
"396","Сырный Сомелье","ул. Восстания, 13, Санкт-Петербург, Россия",NA,"30.360478","59.934006","Площадь Восстания",280,"БКЗ Октябрьский",310,"https://yandex.ru/maps/org/syrny_somelye/136602542309/"
"397","Красный дракон","ул. Восстания, 40, Санкт-Петербург, Россия",NA,"30.360407","59.942759","Чернышевская",320,"Станция метро Чернышевская",180,"https://yandex.ru/maps/org/krasny_drakon/91966733745/"
"398","Зоомагазин","Большая Зеленина ул., 26, Санкт-Петербург, Россия",NA,"30.28652","59.963914","Чкаловская",470,"Барочная улица",51,"https://yandex.ru/maps/org/zoomagazin/134402345385/"
"399","Мясо свежее","просп. Пятилеток, 2, Санкт-Петербург, Россия",NA,"30.465195","59.919581","Проспект Большевиков",160,"Станция метро Проспект Большевиков / Улица Коллонтай",160,"https://yandex.ru/maps/org/myaso_svezheye/4555009527/"
"400","Греческая Олива","2-я Советская ул., 7, Санкт-Петербург, Россия • офис 111, этаж 1, БЦ «Сенатор»",NA,"30.365914","59.932437","Площадь Восстания",500,"3-я Советская улица",180,"https://yandex.ru/maps/org/grecheskaya_oliva/219836668221/"
"401","Ruscacao.ru","Конюшенная площадь, 2В, Санкт-Петербург, Россия • этаж 3, помещение 19",NA,"30.325913","59.940141","Гостиный двор",800,"Летний сад",730,"https://yandex.ru/maps/org/ruscacao_ru/21708612985/"
"402","ЗОЖный FISHer","Лыжный пер., 3, Санкт-Петербург, Россия • этаж 1",NA,"30.203164","59.996715","Беговая",NA,"Мебельная улица",250,"https://yandex.ru/maps/org/zozhny_fisher/147743874443/"
"403","ВкусВилл","Парковая ул., 16, Петергоф, Россия",4.4,"29.936073","59.859659","Новый Петергоф",850,"Новый Петергоф",850,"https://yandex.ru/maps/org/vkusvill/130195803132/"
"404","Семишагофф","Ковалёвская ул., 26, Санкт-Петербург, Россия • этаж 1",4.2,"30.511133","59.979492","Станция Ржевка",260,"Станция Ржевка",260,"https://yandex.ru/maps/org/semishagoff/83895865388/"
"405","Семишагофф","Ленская ул., 18, Санкт-Петербург, Россия",4.2,"30.497235","59.940166","Проспект Большевиков",NA,"Ленская улица, 18",22,"https://yandex.ru/maps/org/semishagoff/1304351910/"
"406","Перекрёсток","просп. Наставников, 35, корп. 1, Санкт-Петербург, Россия • этаж цокольный",4.3,"30.48794","59.95051","Ладожская",NA,"Проспект Наставников",84,"https://yandex.ru/maps/org/perekryostok/1511611662/"
"407","Градусы","просп. Энтузиастов, 20, корп. 1, Санкт-Петербург, Россия",4.3,"30.468654","59.946299","Ладожская",NA,"Проспект Энтузиастов",350,"https://yandex.ru/maps/org/gradusy/1268626575/"
"408","Калашный Ряд","Ленинградская ул., 7, Кудрово, Россия",4.7,"30.515307","59.915251","Улица Дыбенко",NA,"Кудрово",370,"https://yandex.ru/maps/org/kalashny_ryad/59256603022/"
"409","Белорусский Дворик","просп. Наставников, 45, корп. 1, Санкт-Петербург, Россия",4.1,"30.482958","59.95474","Ладожская",4000,"Проспект Ударников",21,"https://yandex.ru/maps/org/belorusskiy_dvorik/154547624270/"
"410","Ладоград","Партизанская ул., 11Д, Санкт-Петербург, Россия • Ладожская, 2400 м",4.2,"30.431344","59.945992","Ладожская",NA,"Партизанская улица",470,"https://yandex.ru/maps/org/ladograd/1299139137/"
"411","Gs Market","Новомалиновская дорога, 6А, Санкт-Петербург, Россия",4.2,"30.448883","59.948731","Ладожская",NA,"Бокситогорская улица",570,"https://yandex.ru/maps/org/gs_market/1332497080/"
"412","Goneli Daily","Пискарёвский просп., 1, Санкт-Петербург, Россия",4.3,"30.406657","59.958258","Площадь Ленина",NA,"Шоссе Революции, 3",210,"https://yandex.ru/maps/org/goneli_daily/144516567285/"
"413","Продукты","48, д. Заневка, Россия",4.2,"30.519616","59.937305","Улица Дыбенко",NA,"Заневка – Ладожская улица",10,"https://yandex.ru/maps/org/produkty/45823139150/"
"414","Винлаб","ул. Белышева, 5/6, Санкт-Петербург, Россия",4.4,"30.455727","59.909857","Проспект Большевиков",NA,"Улица Подвойского",580,"https://yandex.ru/maps/org/vinlab/118125719272/"
"415","Выборжец","Центральный пр., 2, Нижняя промзона, д. Старая, Россия",4.3,"30.606955","59.922376","Агрофирма Выборжец",210,"Агрофирма Выборжец",210,"https://yandex.ru/maps/org/vyborzhets/47278263480/"
"416","Продукты из Армении","просп. Наставников, 38, Санкт-Петербург, Россия",4.3,"30.482365","59.953496","Ладожская",NA,"Проспект Ударников",64,"https://yandex.ru/maps/org/produkty_iz_armenii/161933432673/"
"417","Перекрёсток","5А, д. Колтуши, Россия",4.4,"30.654039","59.932973","Колтуши – Торговый центр",78,"Колтуши – Торговый центр",78,"https://yandex.ru/maps/org/perekryostok/158894039840/"
"418","Stopexpress","ул. Химиков, 4, Санкт-Петербург, Россия • АЗС Газпромнефть",4.1,"30.46947","59.966059","Шоссе Революции, 102",290,"Шоссе Революции, 102",290,"https://yandex.ru/maps/org/stopexpress/42791187647/"
"419","Перекрёсток","Индустриальный просп., 31, Санкт-Петербург, Россия",4.3,"30.47369","59.95096","Ладожская",NA,"Индустриальный проспект",130,"https://yandex.ru/maps/org/perekryostok/101818962563/"
"420","Маркет 24","Голландская ул., 10, городской посёлок Янино-1, Россия",4.2,"30.575278","59.951195","ЖК Янила Кантри",230,"ЖК Янила Кантри",230,"https://yandex.ru/maps/org/market_24/96086217347/"
"421","ВкусВилл","ул. Крыленко, 3, корп. 1, Санкт-Петербург, Россия",4.4,"30.4549","59.892911","Улица Дыбенко",NA,"Улица Крыленко",470,"https://yandex.ru/maps/org/vkusvill/81750023092/"
"422","Винлаб","ул. Маршала Тухачевского, 5, корп. 1, Санкт-Петербург, Россия",4.4,"30.431877","59.963029","Ладожская",NA,"Проспект Энергетиков, 46",360,"https://yandex.ru/maps/org/vinlab/28404504248/"
"423","Орехи и сухофрукты","просп. Наставников, 19, Санкт-Петербург, Россия",4.2,"30.491731","59.944372","Проспект Большевиков",NA,"Проспект Наставников",120,"https://yandex.ru/maps/org/orekhi_i_sukhofrukty/222130058093/"
"424","Верный","просп. Энтузиастов, 20, корп. 1, Санкт-Петербург, Россия",4,"30.468623","59.946349","Ладожская",NA,"Проспект Энтузиастов",350,"https://yandex.ru/maps/org/verny/8972387984/"
"425","РеалЪ","Россия, Ленинградская область, Всеволожский район, Заневское городское поселение, городской посёлок Янино-1, жилой комплекс Янинский Каскад • этаж 1",4.3,"30.556606","59.949757","Кольцевая улица",16,"Кольцевая улица",16,"https://yandex.ru/maps/org/real/1325489412/"
"426","Градусы","Столичная ул., 4, корп. 2, Кудрово, Россия",4.2,"30.517989","59.899829","Улица Дыбенко",3000,"Европейский проспект",440,"https://yandex.ru/maps/org/gradusy/145315865267/"
"427","Винлаб","Российский просп., 14, Санкт-Петербург, Россия",4.2,"30.472185","59.929401","Проспект Большевиков",NA,"Российский проспект, 14",230,"https://yandex.ru/maps/org/vinlab/245257628983/"
"428","Перекрёсток","Ленская ул., 12, Санкт-Петербург, Россия",4.3,"30.494358","59.940467","Проспект Большевиков",NA,"Ленская улица, 18",270,"https://yandex.ru/maps/org/perekryostok/155789126947/"
"429","Сироп клуб","2-я Поперечная ул., 15А, Санкт-Петербург, Россия",4.4,"30.552745","59.977877","Ново-Ковалёво – 3-я линия",540,"Ново-Ковалёво – 3-я линия",540,"https://yandex.ru/maps/org/sirop_klub/1864537051/"
"430","Экомаркет Компас Здоровья","Гражданский просп., 76, Санкт-Петербург, Россия",4.4,"30.398128","60.014688","Академическая",300,"Станция метро Академическая",180,"https://yandex.ru/maps/org/ekomarket_kompas_zdorovya/40351012593/"
"431","Ржевка","Ковалёвская ул., 10, Санкт-Петербург, Россия",3.9,"30.507519","59.97698","Ковалёвская улица",110,"Ковалёвская улица",110,"https://yandex.ru/maps/org/rzhevka/1257859122/"
"432","Верный","ул. Марата, 51, Санкт-Петербург, Россия",4.4,"30.350182","59.923399","Лиговский проспект",430,"Разъезжая улица",1,"https://yandex.ru/maps/org/verny/92671030353/"
"433","Винлаб","просп. Металлистов, 100, Санкт-Петербург, Россия",4.5,"30.40469","59.969634","Выборгская",NA,"Проспект Металлистов, 77 / Проспект Металлистов, 110",140,"https://yandex.ru/maps/org/vinlab/193551450164/"
"434","Фасоль","Областная ул., 1, Кудрово, Россия",4.4,"30.50655","59.916526","Улица Дыбенко",2000,"Областная улица, 1",210,"https://yandex.ru/maps/org/fasol/47097186000/"
"435","Продукты из Казахстана","Большая Пороховская ул., 25, Санкт-Петербург, Россия • м. Новочеркасская",4.2,"30.418383","59.953246","Новочеркасская",NA,"Большая Пороховская улица, 21",130,"https://yandex.ru/maps/org/produkty_iz_kazakhstana/27760100208/"
"436","Магнит","ул. Маршала Тухачевского, 41, Санкт-Петербург, Россия",4.1,"30.41738","59.973122","Выборгская",NA,"Улица Маршала Тухачевского",220,"https://yandex.ru/maps/org/magnit/125046831867/"
"437","Красное&Белое","ул. Коллонтай, 23, корп. 1, Санкт-Петербург, Россия",4.4,"30.472547","59.919704","Проспект Большевиков",430,"Станция метро Проспект Большевиков",96,"https://yandex.ru/maps/org/krasnoye_beloye/158779251373/"
"438","РеалЪ","ул. Коммуны, 63, Санкт-Петербург, Россия • этаж 1",3.9,"30.486272","59.964924","2-я Жерновская улица",130,"2-я Жерновская улица",130,"https://yandex.ru/maps/org/real/1234562130/"
"439","DelicatesClub","Якорная ул., 11К, Санкт-Петербург, Россия • вход с улицы Якорная, БЦ ""Парус"", этаж 1",4.3,"30.432326","59.942976","Ладожская",NA,"Якорная улица",200,"https://yandex.ru/maps/org/delicatesclub/1467087169/"
"440","ВкусВилл","Киевская ул., 3, корп. 1А, Санкт-Петербург, Россия",4.5,"30.320899","59.902298","Фрунзенская",600,"Киевская улица",190,"https://yandex.ru/maps/org/vkusvill/21515508497/"
"441","Градусы","Российский просп., 14, Санкт-Петербург, Россия",4,"30.472355","59.929682","Проспект Большевиков",NA,"Российский проспект, 14",260,"https://yandex.ru/maps/org/gradusy/155076532379/"
"442","Светофор","просп. Александровской Фермы, 17, корп. 3, Санкт-Петербург, Россия",4.1,"30.449064","59.860269","Пролетарская",NA,"Улица Седова",170,"https://yandex.ru/maps/org/svetofor/32000017236/"
"443","Продукты","Муринская дорога, 10, корп. 1, Санкт-Петербург, Россия",4,"30.482775","60.003303","Васнецовский проспект",620,"Васнецовский проспект",620,"https://yandex.ru/maps/org/produkty/33010260069/"
"444","Градусы","просп. Обуховской Обороны, 75, Санкт-Петербург, Россия",4.4,"30.425437","59.901588","Елизаровская",770,"Невский рынок",6,"https://yandex.ru/maps/org/gradusy/1241255779/"
"445","Верный","ул. Подвойского, 8, Санкт-Петербург, Россия",4.2,"30.458109","59.909221","Проспект Большевиков",NA,"Улица Подвойского",360,"https://yandex.ru/maps/org/verny/33923876669/"
"446","Продукты","Индустриальный просп., 15, Санкт-Петербург, Россия",4,"30.478372","59.942151","Проспект Большевиков",NA,"Ленская улица",95,"https://yandex.ru/maps/org/produkty/137517866439/"
"447","Перекрёсток","просп. Наставников, 33, корп. 1, Санкт-Петербург, Россия",4.3,"30.48937","59.94911","Ладожская",NA,"Проспект Наставников",250,"https://yandex.ru/maps/org/perekryostok/19033765729/"
"448","Оливия","Невский просп., 111/3, Санкт-Петербург, Россия",4.3,"30.370435","59.928833","Площадь Восстания",660,"Суворовский проспект / Невский проспект",120,"https://yandex.ru/maps/org/oliviya/168081406627/"
"449","Продукты","ул. Коллонтай, 49, Санкт-Петербург, Россия",4.2,"30.500294","59.926349","Проспект Большевиков",NA,"Улица Коллонтай, 47",200,"https://yandex.ru/maps/org/produkty/43411825683/"
"450","Икра и Рыба","Новочеркасский просп., 32, корп. 1, Санкт-Петербург, Россия • этаж 1",4.5,"30.413355","59.927776","Новочеркасская",96,"Станция метро Новочеркасская",180,"https://yandex.ru/maps/org/ikra_i_ryba/136323501869/"
"451","ВкусВилл","Бухарестская ул., 74, Санкт-Петербург, Россия",4.4,"30.381688","59.870867","Международная",200,"Станция метро Международная",110,"https://yandex.ru/maps/org/vkusvill/69693198502/"
"452","Винлаб","Кондратьевский просп., 68, корп. 4, Санкт-Петербург, Россия",4.4,"30.392057","59.984686","Выборгская",NA,"Богословское кладбище",330,"https://yandex.ru/maps/org/vinlab/192436211586/"
"453","Градусы","Загородный просп., 13, Санкт-Петербург, Россия",4.4,"30.341053","59.925688","Достоевская",470,"Пять углов",66,"https://yandex.ru/maps/org/gradusy/1721941039/"
"454","Экомаркет Компас Здоровья","ул. Дыбенко, 27, корп. 1, Санкт-Петербург, Россия",4.4,"30.479999","59.905659","Улица Дыбенко",310,"Станция метро Улица Дыбенко",190,"https://yandex.ru/maps/org/ekomarket_kompas_zdorovya/206921081821/"
"455","Перекресток","Заневский просп., 67, корп. 2, Санкт-Петербург, Россия • корпус А, ТPК Заневский каскад, этаж -2",4.3,"30.437365","59.933197","Ладожская",210,"Станция метро Ладожская / Заневский проспект",84,"https://yandex.ru/maps/org/perekrestok/1110458345/"
"456","Индийские товары","1-я Советская ул., 6, Санкт-Петербург, Россия",4.4,"30.363413","59.931638","Площадь Восстания",320,"Суворовский проспект",300,"https://yandex.ru/maps/org/indiyskiye_tovary/70281469558/"
"457","Продукты Вологды","ул. Софьи Ковалевской, 1, корп. 1, Санкт-Петербург, Россия",4.4,"30.410103","60.011386","Академическая",940,"Улица Софьи Ковалевской",95,"https://yandex.ru/maps/org/produkty_vologdy/179312991909/"
"458","ВкусВилл","Невский просп., 130, Санкт-Петербург, Россия",4.3,"30.366856","59.930516","Площадь Восстания",440,"Суворовский проспект",69,"https://yandex.ru/maps/org/vkusvill/242735308222/"
"459","Верный","ул. Антонова-Овсеенко, 7, Санкт-Петербург, Россия",4.1,"30.461214","59.906398","Улица Дыбенко",NA,"Улица Антонова-Овсеенко",280,"https://yandex.ru/maps/org/verny/1308340002/"
"460","АлтынКум","Разъезжая ул., 35, Санкт-Петербург, Россия • ориентир - вывеска ""Доступная Стоматология""",4.4,"30.351141","59.922203","Лиговский проспект",300,"Разъезжая улица",100,"https://yandex.ru/maps/org/altynkum/1719650297/"
"461","Колхоз","Софийская ул., 29, Санкт-Петербург, Россия",4.5,"30.395836","59.877636","Международная",NA,"Софийская улица",18,"https://yandex.ru/maps/org/kolkhoz/1715857321/"
"462","Верный","Кондратьевский просп., 68, корп. 1, Санкт-Петербург, Россия",4,"30.396901","59.983595","Выборгская",NA,"Бестужевская улица / Музей имени А.И. Маринеско",280,"https://yandex.ru/maps/org/verny/1406430865/"
"463","Градусы","ул. Некрасова, 44, Центральный район, Санкт-Петербург, Россия",4.3,"30.36333","59.938766","Чернышевская",880,"Улица Восстания",140,"https://yandex.ru/maps/org/gradusy/1695610494/"
"464","Семишагофф","Пражская ул., 15, Кудрово, Россия • этаж 1",4.1,"30.52062","59.905307","Улица Дыбенко",NA,"Пражская улица, 14",260,"https://yandex.ru/maps/org/semishagoff/88584477407/"
"465","Фруктовиков","Софийская ул., 60АО, Санкт-Петербург, Россия",4.3,"30.431434","59.859565","Проспект Славы",NA,"Овощной комбинат",720,"https://yandex.ru/maps/org/fruktovikov/1318328351/"
"466","Бункер","Поварской пер., 12, Санкт-Петербург, Россия • помещение 10Н",4.5,"30.352512","59.929292","Маяковская",340,"Улица Марата",380,"https://yandex.ru/maps/org/bunker/1765895979/"
"467","Сырная биржа","наб. реки Фонтанки, 130АГ, Санкт-Петербург, Россия",4.4,"30.303813","59.917826","Технологический институт-2",NA,"Измайловский проспект",440,"https://yandex.ru/maps/org/syrnaya_birzha/66301342629/"
"468","Винлаб","Пражская ул., 4, Кудрово, Россия",4.4,"30.508344","59.910172","Улица Дыбенко",NA,"Набережная улица",240,"https://yandex.ru/maps/org/vinlab/32361051433/"
"469","Народный Фермер","просп. Пятилеток, 8, корп. 1А, Санкт-Петербург, Россия",4.2,"30.459028","59.922369","Проспект Большевиков",630,"Улица Джона Рида",240,"https://yandex.ru/maps/org/narodny_fermer/1694483006/"
"470","Ник","ул. Некрасова, 18, Центральный район, Санкт-Петербург, Россия",4.4,"30.354831","59.938984","Чернышевская",890,"Улица Маяковского",19,"https://yandex.ru/maps/org/nik/1258335547/"
"471","Фермерский магазин","Привокзальная площадь, 1А, корп. 1, Мурино, Россия",4.4,"30.445167","60.050224","Девяткино",140,"Станция метро Девяткино",100,"https://yandex.ru/maps/org/fermerskiy_magazin/1728381722/"
"472","Prisma","наб. реки Мойки, 73, Санкт-Петербург, Россия • эт. цокольный",4.2,"30.314145","59.933531","Адмиралтейская",380,"Большая Морская улица",140,"https://yandex.ru/maps/org/prisma/228322296326/"
"473","Лепка","Европейский просп., 18, корп. 1, Кудрово, Россия",4.2,"30.516044","59.909289","Улица Дыбенко",NA,"Пражская улица, 9",380,"https://yandex.ru/maps/org/lepka/25941826392/"
"474","Оливия","ул. Типанова, 18, Санкт-Петербург, Россия",4.6,"30.33365","59.851932","Московская",850,"Улица Ленсовета",160,"https://yandex.ru/maps/org/oliviya/191861972566/"
"475","Колхоз","Пражская ул., 17, корп. 1, Санкт-Петербург, Россия",4.4,"30.388383","59.874075","Международная",690,"Улица Белы Куна",46,"https://yandex.ru/maps/org/kolkhoz/1709740516/"
"476","Верный","просп. Большевиков, 7, корп. 3, Санкт-Петербург, Россия",3.9,"30.47001","59.915057","Проспект Большевиков",880,"Универсам Невский",450,"https://yandex.ru/maps/org/verny/60066072747/"
"477","Семишагофф","ул. Крыленко, 1, корп. 1, стр. 4, Санкт-Петербург, Россия",4,"30.454003","59.893152","Улица Дыбенко",NA,"Октябрьская набережная, 44",450,"https://yandex.ru/maps/org/semishagoff/73605961590/"
"478","Продукты","Столичная ул., 4, корп. 4, Кудрово, Россия • подъезд 2",4.2,"30.516055","59.89968","Улица Дыбенко",NA,"Европейский проспект",400,"https://yandex.ru/maps/org/produkty/171561687120/"
