"","name","address","rating","lon","lat","subway","subway_dist","busstop","busstop_dist","href"
"1461","Магнит","Измайловский просп., 16/30, Санкт-Петербург, Россия • литера А",4.1,"30.307757","59.911453","Балтийская",890,"Сад Валентина Пикуля",130,"https://yandex.ru/maps/org/magnit/101558449163/"
"1462","Магнит","просп. Энергетиков, 26, Санкт-Петербург, Россия",3.9,"30.436302","59.954618","Ладожская",NA,"Торговый центр",80,"https://yandex.ru/maps/org/magnit/222930590376/"
"1463","Магнит","Лиговский просп., 185, Санкт-Петербург, Россия • помещение 1-Н",4,"30.348203","59.912329","Обводный канал",260,"Курская улица",95,"https://yandex.ru/maps/org/magnit/70773392643/"
"1464","Магнит","просп. Стачек, 38, Санкт-Петербург, Россия • 2Н",3.9,"30.269968","59.887794","Кировский завод",NA,"Огородный переулок",120,"https://yandex.ru/maps/org/magnit/40408082127/"
"1465","Магнит","Среднеохтинский просп., 5, Санкт-Петербург, Россия • литера А, помещение 2Н",4,"30.414481","59.946293","Новочеркасская",NA,"Шепетовская улица",59,"https://yandex.ru/maps/org/magnit/1653562517/"
"1466","Магнит","Бестужевская ул., 7, корп. 5, Санкт-Петербург, Россия • корпус 5,1, часть, помещение 5-Н",4.1,"30.389151","59.986019","Лесная",NA,"Богословское кладбище",220,"https://yandex.ru/maps/org/magnit/40250067638/"
"1467","Магнит","Малый просп. Васильевского острова, 67, корп. 1, Санкт-Петербург, Россия • корпус 1,лит. А, помещение 1-Н",3.9,"30.240457","59.938315","Приморская",NA,"Улица Шевченко",170,"https://yandex.ru/maps/org/magnit/79539481294/"
"1468","Магнит","Кондратьевский просп., 70, корп. 1, Санкт-Петербург, Россия • корпус 1, литер А, помещение 23Н",3.7,"30.398386","59.984302","Лесная",NA,"Бестужевская улица / Музей имени А.И. Маринеско",36,"https://yandex.ru/maps/org/magnit/1178885406/"
"1469","Магнит","просп. Ветеранов, 52, корп. 1, Санкт-Петербург, Россия • корп 1, литера Б",3.8,"30.239761","59.840034","Проспект Ветеранов",700,"Улица Лёни Голикова",97,"https://yandex.ru/maps/org/magnit/26087815115/"
"1470","Магнит","Суздальский просп., 7, Санкт-Петербург, Россия • строение 1",4,"30.309114","60.066537","Проспект Просвещения",NA,"Суздальский проспект, 5",51,"https://yandex.ru/maps/org/magnit/79029612417/"
"1471","Магнит","просп. Энгельса, 22, Санкт-Петербург, Россия • литер А, помещение 3Н",3.7,"30.324664","60.002618","Пионерская",NA,"Проспект Энгельса",100,"https://yandex.ru/maps/org/magnit/1633844490/"
"1472","Магнит","просп. КИМа, 28Б, Санкт-Петербург, Россия • пом. 1Н",3.9,"30.242808","59.954011","Приморская",900,"Проспект КИМа",78,"https://yandex.ru/maps/org/magnit/1160246377/"
"1473","Магнит","ул. Жени Егоровой, 1/29, Санкт-Петербург, Россия",3.9,"30.30672","60.062332","Проспект Просвещения",NA,"Улица Жени Егоровой",210,"https://yandex.ru/maps/org/magnit/1568844598/"
"1474","Магнит","ул. Крыленко, 31, Санкт-Петербург, Россия • литера А, помещение 2Н",4,"30.484765","59.89907","Улица Дыбенко",NA,"Улица Крыленко",310,"https://yandex.ru/maps/org/magnit/195661401509/"
"1475","Магнит","ул. Аккуратова, 13, Санкт-Петербург, Россия • литер А",3.7,"30.311033","60.016238","Удельная",440,"Станция Удельная",91,"https://yandex.ru/maps/org/magnit/1178312291/"
"1476","Магнит","Средний просп. Васильевского острова, 94, Санкт-Петербург, Россия",3.8,"30.245243","59.932974","Василеостровская",NA,"28-я и 29-я линии В.О.",240,"https://yandex.ru/maps/org/magnit/1168921904/"
"1477","Магнит","ул. Коммуны, 59, Санкт-Петербург, Россия • литер А, часть (№№1, 4-10), помещение 1-Н",3.8,"30.488504","59.963174","Улица Коммуны / Ириновский проспект",100,"Улица Коммуны / Ириновский проспект",100,"https://yandex.ru/maps/org/magnit/3731941910/"
"1478","Магнит","ул. Шоссе в Лаврики, 26, Мурино, Россия",4.3,"30.451441","60.051295","Девяткино",590,"Почта",170,"https://yandex.ru/maps/org/magnit/136559857190/"
"1479","Магнит","Воронцовский бул., 18, Мурино, Россия • помещение 27Н-30Н, 32Н",4,"30.427651","60.065242","Девяткино",NA,"Графская улица",200,"https://yandex.ru/maps/org/magnit/214645522116/"
"1480","Магнит","Светлановский просп., 60, корп. 1, Санкт-Петербург, Россия • корпус 1, лит А, помещение 16Н",3.8,"30.39528","60.036327","Гражданский проспект",NA,"Учительская улица",310,"https://yandex.ru/maps/org/magnit/1571543685/"
"1481","Магнит","Благодатная ул., 40, Санкт-Петербург, Россия • лит. А, помещение 5-Н, этаж 1",3.8,"30.33381","59.876383","Электросила",NA,"Сызранская улица / Проспект Юрия Гагарина",36,"https://yandex.ru/maps/org/magnit/178838307352/"
"1482","Магнит","ул. Лобачика, 2, посёлок Белоостров, Россия",2.5,"30.014211","60.149224","Речная улица",89,"Речная улица",89,"https://yandex.ru/maps/org/magnit/105181398609/"
"1483","Магнит","Тихорецкий просп., 7, корп. 1, Санкт-Петербург, Россия • корп. 1, лит. А,часть нежилого корпус (комнаты№№: часть к, помещение №2-Н",3.8,"30.369153","60.013383","Политехническая",550,"Тихорецкий проспект, 7",62,"https://yandex.ru/maps/org/magnit/111399187637/"
"1484","Магнит","Шоссейная ул., 11, посёлок Бугры, Россия",4.2,"30.394238","60.069097","Девяткино",NA,"Бугры-1",150,"https://yandex.ru/maps/org/magnit/36451072300/"
"1485","Магнит","просп. Просвещения, 31, Санкт-Петербург, Россия • корпус 1,литера А, помещение 135Н",3.5,"30.342927","60.050739","Проспект Просвещения",690,"Улица Есенина",63,"https://yandex.ru/maps/org/magnit/1555240882/"
"1486","Магнит","ул. Маршала Захарова, 20, Санкт-Петербург, Россия • лит.А,часть момещения 2-Н",4,"30.179454","59.857333","Проспект Ветеранов",5000,"Улица Маршала Захарова, 9",120,"https://yandex.ru/maps/org/magnit/1868395664/"
"1487","Магнит","ул. Константина Заслонова, 26, Санкт-Петербург, Россия • пом. 1Н",3.8,"30.345543","59.917743","Обводный канал",580,"Гипермаркет Ашан",410,"https://yandex.ru/maps/org/magnit/1584888998/"
"1488","Магнит","ул. Тельмана, 48, корп. 1, Санкт-Петербург, Россия • корпус 1, литера А, часть нежилого (комнаты №№3,4,20,24-39, час, помещение 1-Н",4.1,"30.483636","59.893084","Улица Дыбенко",2000,"Улица Тельмана, 45",28,"https://yandex.ru/maps/org/magnit/133105431606/"
"1489","Магнит","Лермонтовский просп., 16, Санкт-Петербург, Россия • литера А., №8-Н,№9-Н, помещение № 4-Н",4,"30.295614","59.919481","Балтийская",NA,"Садовая улица",3,"https://yandex.ru/maps/org/magnit/47801435613/"
"1490","Магнит","ул. Веденеева, 4, Санкт-Петербург, Россия • литера А, помещение 3-Н",4,"30.37135","60.022705","Политехническая",NA,"Светлановский проспект, 75 / Светлановский проспект, 40",390,"https://yandex.ru/maps/org/magnit/34502667682/"
"1491","Магнит","просп. Науки, 16, корп. 1, Санкт-Петербург, Россия • корпус 1, литер А, помещение 1Н",3.8,"30.408096","60.010931","Академическая",760,"Улица Софьи Ковалевской",47,"https://yandex.ru/maps/org/magnit/1313650280/"
"1492","Магнит","Крымская ул., 6, микрорайон Южный, Всеволожск, Россия • нежилое часть нежилого помещения, помещение №2",3.2,"30.650768","59.987259","Джанкойская улица",400,"Джанкойская улица",400,"https://yandex.ru/maps/org/magnit/1671256562/"
"1493","Магнит","Комендантский просп., 71, Санкт-Петербург, Россия",3.9,"30.220969","60.041516","Комендантский проспект",NA,"Арцеуловская аллея",150,"https://yandex.ru/maps/org/magnit/242041970579/"
"1494","Магнит","ул. Уточкина, 3, корп. 1, Санкт-Петербург, Россия • корпус 1,лит. А, этаж 1",3.7,"30.263128","60.010272","Комендантский проспект",400,"Улица Уточкина, 5",67,"https://yandex.ru/maps/org/magnit/1240310170/"
"1495","Магнит","просп. Культуры, 22, корп. 1, Санкт-Петербург, Россия • корп. 1, лит. А, часть нежилого корпус (часть, помещение №2-Н, комната 10",4.1,"30.37496","60.047602","Проспект Просвещения",NA,"Проспект Культуры, 26",260,"https://yandex.ru/maps/org/magnit/79826037437/"
"1496","Магнит","Софийская ул., 29, корп. 2, Санкт-Петербург, Россия • корп. 2, литер А, нежилое, помещение 6-Н",4.1,"30.395608","59.878056","Международная",NA,"Софийская улица",140,"https://yandex.ru/maps/org/magnit/157458557530/"
"1497","Магнит","ул. Бутлерова, 11, корп. 4, Санкт-Петербург, Россия • корпус 4, помещение 26-Н",3.9,"30.403487","60.006459","Академическая",NA,"Улица Верности",190,"https://yandex.ru/maps/org/magnit/8216771112/"
"1498","Магнит","Школьная ул., 9, Санкт-Петербург, Россия",3.8,"30.293832","59.988698","Чёрная речка",690,"Школьная улица",110,"https://yandex.ru/maps/org/magnit/96413782886/"
"1499","Магнит","Новоколомяжский просп., 4, корп. 1, Санкт-Петербург, Россия • корпус 1, лит. А",4,"30.296881","60.026854","Удельная",NA,"Новоколомяжский проспект",160,"https://yandex.ru/maps/org/magnit/1143266283/"
"1500","Магнит","Кондратьевский просп., 68, корп. 4, Санкт-Петербург, Россия",3.9,"30.39475","59.985234","Лесная",NA,"Богословское кладбище",230,"https://yandex.ru/maps/org/magnit/222553597391/"
"1501","Магнит","ул. Ефимова, 4А, Санкт-Петербург, Россия • литер А, помещение 2Н",4,"30.322034","59.92521","Спасская",250,"Станция метро Сенная площадь",370,"https://yandex.ru/maps/org/magnit/1215161614/"
"1502","Магнит","Свирская ул., 1, корп. 1, микрорайон Сертолово-2, Сертолово, Россия • корпус 1",4.2,"30.184892","60.165755","ЖК Новое Сертолово",120,"ЖК Новое Сертолово",120,"https://yandex.ru/maps/org/magnit/15524699103/"
"1503","Магнит","Софийская ул., 47, корп. 1, Санкт-Петербург, Россия • эт. 1",3.7,"30.406005","59.871057","Проспект Славы",NA,"Софийская улица, 55",350,"https://yandex.ru/maps/org/magnit/95849294288/"
"1504","Магнит","просп. Юрия Гагарина, 20, корп. 7, Санкт-Петербург, Россия • корпус 7, лит.А",3.9,"30.33811","59.858494","Московская",NA,"Улица Гастелло",79,"https://yandex.ru/maps/org/magnit/1335174503/"
"1505","Магнит","Варшавская ул., 59, Санкт-Петербург, Россия • лит. А, помещение 3-Н",4.2,"30.313962","59.852553","Московская",500,"Варшавская улица",120,"https://yandex.ru/maps/org/magnit/5134490643/"
"1506","Магнит","Октябрьский просп., 85, Всеволожск, Россия • помещение 2",3.6,"30.646697","60.019741","ТРК Юбилейный",140,"ТРК Юбилейный",140,"https://yandex.ru/maps/org/magnit/170716448164/"
"1507","Магнит","Парфёновская ул., 4, Санкт-Петербург, Россия • строение 1, помещение 3-Н",3.7,"30.312258","59.906084","Фрунзенская",810,"Измайловский проспект",400,"https://yandex.ru/maps/org/magnit/244951446442/"
"1508","Магнит","8-я линия Васильевского острова, 73/23, Санкт-Петербург, Россия • литера А, помещение 3-Н",3.6,"30.271572","59.946586","Василеостровская",670,"Малый проспект В.О.",11,"https://yandex.ru/maps/org/magnit/193864336631/"
"1509","Магнит","пер. Матюшенко, 10, Санкт-Петербург, Россия • лит.А",3.6,"30.441962","59.876452","Ломоносовская",110,"Улица Бабушкина",210,"https://yandex.ru/maps/org/magnit/13625997620/"
"1510","Магнит","Кондратьевский просп., 50, Санкт-Петербург, Россия • лит. А, помещение 2Н",3.9,"30.388893","59.973727","Выборгская",NA,"Проспект Металлистов",18,"https://yandex.ru/maps/org/magnit/226567074679/"
"1511","Магнит","ул. Севастьянова, 28, корп. 1, Колпино, Россия • помещение 22-Н",4.1,"30.607937","59.773673","Школа № 452",950,"Школа № 452",950,"https://yandex.ru/maps/org/magnit/172060252022/"
"1512","Магнит","Пулковская ул., 14, Санкт-Петербург, Россия • литера А",3.7,"30.35161","59.834128","Звёздная",210,"Пулковская улица",45,"https://yandex.ru/maps/org/magnit/78032447804/"
"1513","Магнит","ул. Фёдора Абрамова, 20, корп. 1, посёлок Парголово, Россия • подъезд 4",4,"30.341068","60.081484","Парнас",NA,"Улица Фёдора Абрамова",130,"https://yandex.ru/maps/org/magnit/24893771360/"
"1514","Магнит","Привокзальная ул., 4Б, городской посёлок Токсово, Россия",4.1,"30.510079","60.148907","Станция Токсово",100,"Станция Токсово",100,"https://yandex.ru/maps/org/magnit/227479182775/"
"1515","Магнит","Российский просп., 14, Санкт-Петербург, Россия • литера А,часть, помещение 3-Н, комната 1-14",4,"30.472029","59.92934","Проспект Большевиков",NA,"Российский проспект, 14",220,"https://yandex.ru/maps/org/magnit/7115703031/"
"1516","Магнит","Клочков пер., 2, Санкт-Петербург, Россия • литера А",3.9,"30.46225","59.918633","Проспект Большевиков",350,"Клочков переулок",91,"https://yandex.ru/maps/org/magnit/1665197327/"
"1517","Магнит","Гражданский просп., 118, корп. 1, Санкт-Петербург, Россия • корпус 1, литер А",3.8,"30.41993","60.036428","Гражданский проспект",230,"Станция метро Гражданский проспект",77,"https://yandex.ru/maps/org/magnit/1585392471/"
"1518","Магнит","просп. Ветеранов, 120, Санкт-Петербург, Россия • литера А, помещение 5-Н",3.8,"30.182909","59.8326","Проспект Ветеранов",NA,"Авангардная улица",67,"https://yandex.ru/maps/org/magnit/105591847242/"
"1519","Магнит","ул. Подвойского, 8, Санкт-Петербург, Россия",4,"30.458328","59.909258","Проспект Большевиков",NA,"Улица Подвойского",350,"https://yandex.ru/maps/org/magnit/28484387015/"
"1520","Магнит","Учительская ул., 19, корп. 3, Санкт-Петербург, Россия • корпус 3 лит А",3.4,"30.401568","60.032329","Гражданский проспект",NA,"Улица Брянцева",14,"https://yandex.ru/maps/org/magnit/1136341718/"
"1521","Магнит","ул. Декабристов, 44, Санкт-Петербург, Россия • литер А,6-Н в т.ч, комната 1,2,3,4,5,6,7,8,9,10,11,12",3.8,"30.290338","59.92491","Садовая",NA,"Мариинский театр",78,"https://yandex.ru/maps/org/magnit/89990631880/"
"1522","Магнит","Южное ш., 45, корп. 2, Санкт-Петербург, Россия • корпус 2, строение 1, этаж 1",4,"30.413311","59.861976","Проспект Славы",NA,"Софийская улица",490,"https://yandex.ru/maps/org/magnit/44246656955/"
"1523","Магнит","Брестский бул., 8, Санкт-Петербург, Россия • литера А, помещение 1-Н",4,"30.199792","59.856306","Проспект Ветеранов",NA,"Брестский бульвар",120,"https://yandex.ru/maps/org/magnit/27908452544/"
"1524","Магнит","Краснопутиловская ул., 34, Санкт-Петербург, Россия",3.6,"30.273988","59.868591","Автово",NA,"Автовская улица",240,"https://yandex.ru/maps/org/magnit/141282620073/"
"1525","Магнит","Русановская ул., 16, корп. 4, Санкт-Петербург, Россия • корпус 4, строение 1, помещение 10Н",4.2,"30.507462","59.866201","Уткина Заводь",830,"Уткина Заводь",830,"https://yandex.ru/maps/org/magnit/161919608407/"
"1526","Магнит","Дальневосточный просп., 25, корп. 1, Санкт-Петербург, Россия • корпус 1, строение 1, часть нежилого, помещение №48-Н",3.9,"30.453501","59.903321","Улица Дыбенко",NA,"Улица Антонова-Овсеенко",260,"https://yandex.ru/maps/org/magnit/232827599223/"
"1527","Магнит","Кузнецовская ул., 15, Санкт-Петербург, Россия • литера А, помещение 3-Н",4,"30.316389","59.871515","Парк Победы",810,"Кузнецовская улица",240,"https://yandex.ru/maps/org/magnit/221101476525/"
"1528","Магнит","просп. Авиаторов Балтики, 17, Мурино, Россия • 1",4,"30.442993","60.058397","Девяткино",960,"Графская улица",190,"https://yandex.ru/maps/org/magnit/135135380898/"
"1529","Магнит","Купчинская ул., 15, корп. 1, Санкт-Петербург, Россия • корпус 1, литера А, часть нежилого а именно, помещение № 16-Н, помещение 1-22",4.2,"30.385207","59.839262","Купчино",NA,"Пловдивская улица",210,"https://yandex.ru/maps/org/magnit/100727573744/"
"1530","Магнит","Европейский просп., 18, корп. 1, Кудрово, Россия • корпус 1, помещение 1-Н, 2-Н, 3-Н",3.8,"30.515948","59.909586","Улица Дыбенко",NA,"Пражская улица",270,"https://yandex.ru/maps/org/magnit/244467829560/"
"1531","Магнит","ул. Бабушкина, 18, Санкт-Петербург, Россия • литера П, помещение 1-Н",3.9,"30.429264","59.892651","Елизаровская",580,"Улица Ткачей",140,"https://yandex.ru/maps/org/magnit/40962635478/"
"1532","Магнит","Среднеохтинский просп., 51, Санкт-Петербург, Россия",3.4,"30.41599","59.958639","Новочеркасская",NA,"Среднеохтинский проспект",88,"https://yandex.ru/maps/org/magnit/1647456863/"
"1533","Магнит","просп. Стачек, 75, Санкт-Петербург, Россия",3.3,"30.259132","59.867715","Автово",320,"Станция метро Автово",190,"https://yandex.ru/maps/org/magnit/55466206752/"
"1534","Магнит","ш. Революции, 37, корп. 1, Санкт-Петербург, Россия • корпус 1,, литер А, помещение 2Н",3.7,"30.435853","59.959773","Ладожская",NA,"Проспект Энергетиков / Шоссе Революции",140,"https://yandex.ru/maps/org/magnit/44007874116/"
"1535","Магнит","ул. Крыленко, 1, корп. 1, стр. 2, Санкт-Петербург, Россия • корпус 1, строение 2",4,"30.451512","59.892953","Ломоносовская",3000,"Октябрьская набережная, 44",310,"https://yandex.ru/maps/org/magnit/21619699519/"
"1536","Магнит","Московский просп., 124, Санкт-Петербург, Россия • литера А, помещение 1-Н",3.9,"30.320118","59.889418","Московские ворота",360,"Заставская улица / Станция метро Московские Ворота",10,"https://yandex.ru/maps/org/magnit/36395226495/"
"1537","Магнит","Новочеркасский просп., 51, Санкт-Петербург, Россия • литер А, часть нежилого, помещение №5-Н,26-Н, 27-Н",4.1,"30.416314","59.924176","Новочеркасская",550,"Таллинская улица",42,"https://yandex.ru/maps/org/magnit/83736935233/"
"1538","Магнит","Привокзальная площадь, 5А, корп. 3, Мурино, Россия • корпус 2,нежилое, помещение №4",3.3,"30.445988","60.051559","Девяткино",220,"Станция метро Девяткино",190,"https://yandex.ru/maps/org/magnit/1550884876/"
"1539","Магнит","просп. Тореза, 9, Санкт-Петербург, Россия • лит.А",3.5,"30.363444","60.000334","Площадь Мужества",310,"Площадь Мужества / Проспект Тореза",140,"https://yandex.ru/maps/org/magnit/1235747632/"
"1540","Магнит","просп. Тореза, 82, Санкт-Петербург, Россия • литер А",3.6,"30.336494","60.016818","Удельная",NA,"Проспект Тореза, 82",110,"https://yandex.ru/maps/org/magnit/1668748137/"
"1541","Магнит","пер. Пирогова, 17, Санкт-Петербург, Россия • литера А, помещение 4-Н",3.9,"30.301764","59.92892","Садовая",NA,"ДК Связи",420,"https://yandex.ru/maps/org/magnit/211876444409/"
"1542","Магнит","Европейский просп., 18, корп. 2, Кудрово, Россия • корпус 2, -Н, помещение №16-Н — 20",3.9,"30.51797","59.907711","Улица Дыбенко",NA,"Пражская улица, 9",130,"https://yandex.ru/maps/org/magnit/16086805061/"
"1543","Магнит","Воронцовский бул., 11, корп. 1, посёлок Бугры, Россия • кор. 1, помещение 42-Н",4.1,"30.421228","60.058935","Девяткино",NA,"Петровский бульвар",63,"https://yandex.ru/maps/org/magnit/74778029931/"
"1544","Магнит","Пушкинская ул., 61, Всеволожск, Россия • помещения на поэтажном плане №№1-8",4.1,"30.682883","60.019041","Проспект Грибоедова",88,"Проспект Грибоедова",88,"https://yandex.ru/maps/org/magnit/1631645995/"
"1545","Магнит","Московский просп., 184, Санкт-Петербург, Россия • литера А, часть нежилого (комнаты №№1-12), помещение 2-Н",3.9,"30.321159","59.873722","Электросила",800,"Кузнецовская улица / Московский проспект",240,"https://yandex.ru/maps/org/magnit/169894099821/"
"1546","Магнит","ул. Олеко Дундича, 10, корп. 2, Санкт-Петербург, Россия • корпус 2,строение 1, (ч.п. 3,ч.п.4), помещение 1-Н, этаж 1",3.9,"30.393069","59.828466","Купчино",NA,"Купчинская улица",220,"https://yandex.ru/maps/org/magnit/44191494641/"
"1547","Магнит","ул. Турку, 13, корп. 1, Санкт-Петербург, Россия • корп. 1, лит. А, помещение 8-Н,12-Н",4.2,"30.38754","59.866594","Международная",810,"Музыкальная школа",380,"https://yandex.ru/maps/org/magnit/6087909809/"
"1548","Магнит","Фермское ш., 14, корп. 1, Санкт-Петербург, Россия • корп. 1, лит. А, помещение 23Н,24Н, 25Н",4,"30.312197","60.012491","Удельная",750,"Станция Удельная",590,"https://yandex.ru/maps/org/magnit/189182555289/"
"1549","Магнит","Будапештская ул., 44, Санкт-Петербург, Россия • литера А",3.9,"30.378984","59.858363","Проспект Славы",980,"Будапештская улица / Проспект Славы",210,"https://yandex.ru/maps/org/magnit/209327958994/"
"1550","Магнит","просп. Космонавтов, 25, Санкт-Петербург, Россия",4,"30.348626","59.859396","Московская",2000,"Торговый центр",170,"https://yandex.ru/maps/org/magnit/2927009625/"
"1551","Магнит","Воронцовский бул., 22, Мурино, Россия",4.2,"30.429324","60.067032","Девяткино",NA,"Воронцовский бульвар",190,"https://yandex.ru/maps/org/magnit/107980388629/"
"1552","Магнит","ул. Николая Рубцова, 5, стр. 1, посёлок Парголово, Россия • стр. 1, помещение 22-Н, 31-Н, 32-Н, 33-Н",4.3,"30.344718","60.075851","Парнас",NA,"Улица Николая Рубцова",210,"https://yandex.ru/maps/org/magnit/138195045710/"
"1553","Магнит","ул. Матроса Железняка, 57, Санкт-Петербург, Россия • лит.А, помещение 59Н",3.7,"30.314849","59.999848","Пионерская",NA,"Студенческая улица",700,"https://yandex.ru/maps/org/magnit/1540390202/"
"1554","Магнит","Аннинское ш., 55А, Санкт-Петербург, Россия",4.1,"30.105773","59.782913","Аннинское шоссе, 30",130,"Аннинское шоссе, 30",130,"https://yandex.ru/maps/org/magnit/47027861727/"
"1555","Магнит","Новочеркасский просп., 27, корп. 1, Санкт-Петербург, Россия • корпус 1, квартира 1Н",3.8,"30.407018","59.934864","Новочеркасская",680,"Республиканская улица",67,"https://yandex.ru/maps/org/magnit/1399479752/"
"1556","Магнит","просп. Просвещения, 75, Санкт-Петербург, Россия • лит. А, часть (часть ч.п. 5,ч.п. 10-, помещение 3Н,9Н,10Н,11Н, помещение 10-Н",3.9,"30.400855","60.038804","Гражданский проспект",NA,"Светлановский проспект",120,"https://yandex.ru/maps/org/magnit/1626885269/"
"1557","Магнит","Краснопутиловская ул., 111, Санкт-Петербург, Россия • литер А, помещение 200Н, 2Н",4,"30.308034","59.848684","Московская",890,"Варшавская улица",290,"https://yandex.ru/maps/org/magnit/107876262005/"
"1558","Магнит","Наличная ул., 35, корп. 1, Санкт-Петербург, Россия • корпус 1, лит А, помещение 5-Н",3.8,"30.232841","59.94074","Приморская",1000,"Улица Нахимова",200,"https://yandex.ru/maps/org/magnit/1659541286/"
"1559","Магнит","Александровская ул., 75, корп. 1, Всеволожск, Россия",3.7,"30.630359","60.024666","Котово поле",88,"Котово поле",88,"https://yandex.ru/maps/org/magnit/146502174398/"
"1560","Магнит","Охтинская аллея, 18, Мурино, Россия • этаж 1, помещение 4",4.1,"30.425023","60.049813","Девяткино",NA,"Улица Шувалова",140,"https://yandex.ru/maps/org/magnit/243535871342/"
"1561","Магнит","Коннолахтинский просп., 12А, Санкт-Петербург, Россия",4,"30.128481","60.001878","Беговая",5000,"Улица Коммунаров",81,"https://yandex.ru/maps/org/magnit/212790421490/"
"1562","Магнит","ул. Димитрова, 12, корп. 1, Санкт-Петербург, Россия • корп. 1, лит. А, помещение 5-Н, помещение 14-Н",4,"30.379411","59.847087","Проспект Славы",NA,"Купчинская улица – Киноцентр Чайка",150,"https://yandex.ru/maps/org/magnit/101771126934/"
"1563","Магнит","Советский просп., 41, корп. 1, территория Усть-Славянка, Санкт-Петербург, Россия • корп. 1, стр. 1, помещение 30Н",3.7,"30.536445","59.829637","Рыбацкое",NA,"Советский проспект, 43",190,"https://yandex.ru/maps/org/magnit/18935609441/"
"1564","Магнит","ул. Маршала Казакова, 70, корп. 1, стр. 2, Санкт-Петербург, Россия • корпус1, строение2, нежилые помещения №№16-Н, 22-Н",4.1,"30.175694","59.86594","Улица Маршала Казакова, 70",270,"Улица Маршала Казакова, 70",270,"https://yandex.ru/maps/org/magnit/3667227985/"
"1565","Магнит","ул. Маршала Захарова, 29, корп. 2, Санкт-Петербург, Россия • корпус 2",3.8,"30.205654","59.849972","Проспект Ветеранов",NA,"Улица Маршала Захарова, 33",160,"https://yandex.ru/maps/org/magnit/1645808556/"
"1566","Магнит","ул. Николая Рубцова, 3, посёлок Парголово, Россия • стр. 1",4.1,"30.348512","60.075461","Парнас",NA,"Улица Николая Рубцова",490,"https://yandex.ru/maps/org/magnit/150395225232/"
"1567","Магнит","ул. Ленсовета, 41А, Санкт-Петербург, Россия • корпус 2, литера А, помещение 1,2,5-14",3.9,"30.329717","59.843077","Московская",990,"Улица Ленсовета",130,"https://yandex.ru/maps/org/magnit/50049075034/"
"1568","Магнит","Ленинский просп., 82, корп. 1, Санкт-Петербург, Россия • корпус 1",4.1,"30.194659","59.858699","Проспект Ветеранов",NA,"Ленинский проспект, 79",110,"https://yandex.ru/maps/org/magnit/1215517055/"
"1569","Магнит","Среднерогатская ул., 13, корп. 1, Санкт-Петербург, Россия • к. 1 стр. 1",4,"30.333121","59.821796","Звёздная",NA,"ТЦ Метро",870,"https://yandex.ru/maps/org/magnit/68274777940/"
"1570","Магнит","Варшавская ул., 63, корп. 1, Санкт-Петербург, Россия • корпус 1, лит. А, помещение 46-Н",4,"30.314209","59.849033","Московская",540,"Краснопутиловская улица",140,"https://yandex.ru/maps/org/magnit/153908439372/"
"1571","Магнит","Озёрная ул., 4, д. Новое Девяткино, Россия • нежилые, помещение №12-21",3.8,"30.476946","60.05692","Девяткино",NA,"Новое Девяткино-2",210,"https://yandex.ru/maps/org/magnit/113450062844/"
"1572","Магнит","ул. Демьяна Бедного, 26, корп. 1В, Санкт-Петербург, Россия • корпус 1, этаж 1",3.9,"30.38797","60.046906","Гражданский проспект",NA,"Тимуровская улица",120,"https://yandex.ru/maps/org/magnit/1154960145/"
"1573","Магнит","Коннолахтинский просп., 2, Санкт-Петербург, Россия • лит.А",3.8,"30.13133","59.996246","Беговая",NA,"Платформа Ольгино",120,"https://yandex.ru/maps/org/magnit/1193228362/"
"1574","Магнит","Пулковское ш., 24, Санкт-Петербург, Россия • лит.А",4.1,"30.325946","59.82655","Звёздная",2000,"Гипермаркет ОКей",260,"https://yandex.ru/maps/org/magnit/1571796256/"
"1575","Магнит","Пулковское ш., 42, корп. 6, Санкт-Петербург, Россия • корпус 6, строение 1",3.5,"30.338756","59.814792","Звёздная",4000,"Платформа Аэропорт",NA,"https://yandex.ru/maps/org/magnit/143270497627/"
"1576","Магнит","Воронцовский бул., 23/11, Мурино, Россия",4.2,"30.428114","60.067883","Девяткино",NA,"Воронцовский бульвар",200,"https://yandex.ru/maps/org/magnit/225196641015/"
"1577","Магнит","Загребский бул., 9, Санкт-Петербург, Россия • лит.А, этаж 1",3.8,"30.399301","59.844462","Дунайская",870,"Бухарестская улица, 118",530,"https://yandex.ru/maps/org/magnit/1280027256/"
"1578","Магнит","просп. Героев, 27, корп. 1, Санкт-Петербург, Россия • корпус 1, помещение 39-Н, 40-Н",3.7,"30.15878","59.860947","Проспект Героев, 26",180,"Проспект Героев, 26",180,"https://yandex.ru/maps/org/magnit/154329600122/"
"1579","Магнит","Ленинский просп., 129, корп. 6, Санкт-Петербург, Россия • корпус 6, литер А, помещение 2Н",4,"30.271926","59.851487","Ленинский проспект",150,"Станция метро Ленинский проспект",150,"https://yandex.ru/maps/org/magnit/220627179621/"
"1580","Магнит","Приозерское ш., 82, д. Вартемяги, Россия",4.2,"30.316895","60.176602","Столовая",150,"Столовая",150,"https://yandex.ru/maps/org/magnit/103613422008/"
"1581","Магнит","Пискарёвский просп., 35, Санкт-Петербург, Россия • лит.А, помещение 2Н",3.1,"30.418564","59.976474","Выборгская",NA,"Пискарёвский проспект / Проспект Маршала Блюхера",79,"https://yandex.ru/maps/org/magnit/1346756658/"
